Título,RQ1,RQ2,RQ3,RQ4,RQ5,RQ6,RQ7,RQ8,RQ9,RQ10,RQ11
Automating Motor Predictive Maintenance (PdM) by real-time Explainable AI (XAI) and Deep Learning,Setor industrial de manufatura.,Manutenção preditiva (PdM) para classificação/detecção de falhas.,"A técnica auxilia ao recomendar/manter intervenções de manutenção direcionadas com base em dados em tempo real, além de explicar o critério de decisão do modelo via SHAP.","Dados privados/simulados, gerados pelos próprios autores.",Séries temporais multivariadas obtidas via fusão de dados de múltiplos sensores industriais contínuos (vibração e temperatura).,"Não mencionado de forma explícita como Edge, Cloud ou híbrido.",LSTM e LSTM-AE.,SHAP,Locais.,"Acurácia, Precisão, Recall (Sensibilidade), Matriz de Confusão e Curvas ROC.","A principal dificuldade reportada foi a ocorrência de classificações errôneas menores devido à sobreposição de limites (thresholds) dos sensores em condições de contorno (ex: assinaturas de vibração de desalinhamento podem se sobrepor às de um desgaste inicial da máquina). As lacunas apontadas incluem a necessidade de incorporar sensores de torque e acústicos , bem como integrar camadas de redes convolucionais (CNN) para o reconhecimento de padrões espectrais locais de forma a aprimorar a distinção nessas fronteiras de sobreposição."
Autonomous Robotic Systems in E-commerce Warehousing: A Machine-Learning Optimization Approach,Setor de Logística e E-commerce.,"Otimização de Sistemas Robóticos Autônomos, englobando alocação e sequenciamento de tarefas (pedidos), planejamento de rotas/navegação, coordenação de frotas, percepção/manipulação (pegar objetos) e agendamento de recarga/energia.","Auxilia ao otimizar alocação de tarefas, roteamento, batching de pedidos e decisões de navegação, além de fornecer dashboards interpretáveis e justificativas para decisões dos robôs, permitindo supervisão humana e override de ações inseguras ou ineficientes.",Benchmarks/simulações públicas e emuladores industriais. O artigo cita RWARE / TA-RWARE como benchmarks de simulação e emuladores industriais / digital twins (ex.: Dematic). Também menciona Dex-Net para tarefas de grasping.,"Estados espaço-temporais estruturados em grafo, dados de localização/bateria/status de robôs, tarefas e pedidos; dados de sensores; dados de visão/percepção (ex.: reconhecimento de SKU, barcode, grasping); e entradas estruturadas para otimização combinatória.",Híbrido / distribuído. O artigo menciona TinyML em edge (microcontroladores embarcados nos robôs) para inferência de baixa latência e também integração com cloud e ecossistemas IoT/5G e sistemas centrais de orquestração.,"CNNs (percepção/grasping), Deep Reinforcement Learning com DQN e Actor-Critic, Multi-Agent Reinforcement Learning (MARL) hierárquico (manager–worker) e Graph Neural Networks (GNNs). ","Saliency maps, surrogate models e explicações contrafactuais (counterfactual reasoning).",Ambos.,"Taxa de transferência (Throughput), Tempo médio de conclusão do pedido, Eficiência energética (kWh consumido por pedido), Taxa de colisões, Escalabilidade, Conformidade com SLA (entregas no prazo) e Confiança humana (Human trust)","A lacuna de transferência da simulação para a realidade (reality gap) , a falta de benchmarks/datasets universalmente aceitos devido à diversidade de layouts , preocupações éticas (deslocamento da força de trabalho e vieses algorítmicos na alocação) , vulnerabilidades crescentes de cibersegurança que exigem criptografia pós-quântica e a necessidade de aprimorar a sustentabilidade (frotas conscientes de energia e componentes recicláveis)."
BearFusionNet: AMulti-Stream Attention-Based Deep Learning Framework with Explainable AI for Accurate Detection of Bearing Casting Defects,Setor de Manufatura / Metalurgia.,"Detecção/classificação automática de defeitos de fundição para controle de qualidade, com menção também a utilidade em manutenção preditiva. ","Auxilia ao identificar automaticamente defeitos, destacar regiões relevantes do defeito com Grad-CAM, fornecer scores de confiança e permitir intervenções oportunas na linha de produção via monitoramento contínuo e detecção rápida. ",Público. Foi usado o dataset do Kaggle “Real-life Industrial Dataset of Casting Product Defects”. Link extraído do artigo: https://www.kaggle.com/datasets/ravirajsinh45/real-life-industrial-dataset-of-casting-product.,"Imagens em tons de cinza de peças fundidas de rolamentos; 1300 imagens originais 512 × 512, redimensionadas para 256 × 256; entrada do modelo convertida para 3 canais (RGB repetido). ","Sistema web em tempo real / implantação web-based, integrável a câmeras IoT e dashboard central.","Arquitetura híbrida multistream com CNNs: DenseNet201 + MobileNetV2 para extração de características, Multi-Head Self-Attention (MHSA, 4 cabeças) para fusão/atenção, e cabeça de classificação inspirada na VGG19 com camadas densas, dropout e softmax. Baselines: VGG19, MobileNetV2, NASNetMobile e DenseNet201. ",Grad-CAM,Locais.,"Acurácia, Cohen's kappa score, Precisão (Precision), Revocação (Recall), F1-Score e Custo Computacional (medido pelo tempo de treinamento e latência/tempo de inferência em segundos).","O alto custo computacional (tempo de treinamento e latência de inferência elevados) introduzido pela fusão profunda em comparação a modelos leves de única via. Outro desafio relatado para implementações no mundo real é a necessidade de atualizações e retreinamentos periódicos do modelo, uma vez que novos padrões de falha e variações nos defeitos tendem a evoluir com o tempo no ambiente de fábrica."
Building of transformer-based RUL predictors supported by explainability techniques: Application on real industrial datasets,"Setor Aeroespacial (motores Turbofan comerciais), Setor Ferroviário e de Transporte Público (compressores da Unidade de Produção de Ar de trens de metrô), e Setor Automotivo de Transporte de Carga (caminhões pesados) .","Manutenção Preditiva (PdM), com foco central na predição da Vida Útil Restante (RUL - Remaining Useful Life) e detecção antecipada de anomalias .","A técnica estende o horizonte de decisão para gestores de manutenção, permitindo planejar intervenções, retirar ativos de operação com antecedência (ex.: trem com pelo menos 2 horas), reduzir downtime e selecionar ações de manutenção com apoio das explicações. O artigo também afirma que especialistas podem usar as explicações para diagnosticar componentes, rastrear causas-raiz e selecionar ações apropriadas de manutenção.","Dados públicos, incluindo tanto simulações de benchmark quanto coleções reais da indústria . Os conjuntos de dados utilizados são o NASA Turbofan Jet Engine (https://doi.org/10.21227/pjh5-p424), o MetroPT do Metro do Porto (https://doi.org/10.5281/zenodo.6854240) e o SCANIA Component X (https://arxiv.org/abs/2401.15199) .",Séries temporais multivariadas e dados tabulares derivados de sensores/telemetria.,"Não mencionado de forma explícita como Edge, Cloud ou híbrido.","LSTM, Transformer + LSTM, MHA-LSTM.",LIME.,Locais.,"Raiz do Erro Quadrático Médio (RMSE), Acurácia, F1-Score (Macro), Pontuação Penalizada de Avaliação da NASA (Score) e uma métrica de Função de Perda Customizada que mede o Custo Total (Total Cost).","A dependência severa de grandes volumes de dados que as arquiteturas híbridas com Transformers possuem. O forte desbalanceamento de dados em contextos industriais (a raridade das falhas) obriga o uso de rotinas de subamostragem e perdas com pesos, e a natureza altamente abrupta em que ocorrem as degradações das máquinas reais limita drasticamente o poder de modelar a RUL com muitos dias de antecedência . Ademais, notou-se o desafio do modelo gerar predições superconfiantes (overconfidence)."
D2PdM:Data-Driven Predictive Maintenance - Comparative Evaluation of ML Algorithms in Industrial Automation,"Manufatura, Indústria Têxtil, Energia (Painéis Elétricos), Sistemas de Transporte (Esteiras industriais), Componentes Mecânicos (Rolamentos/Motores) e Automação Residencial (Smart Homes).","Manutenção Preditiva (PdM), com foco principal em Detecção de Falhas, Classificação de Anomalias e Previsão da Vida Útil Restante (RUL - Remaining Useful Life).","O sistema atua como um suporte à decisão traduzindo os resultados estatísticos do modelo para categorias operacionais diretas e acionáveis, como ""operar com segurança"", ""intervenção necessária"" ou ""desligamento aconselhado"". Isso sugere automaticamente ações como alterar a velocidade da máquina, agendar manutenção preventiva ou interromper as operações para evitar falhas catastróficas.","Os dados utilizados provêm de uma combinação de conjuntos de dados públicos de benchmark (como CWRU, PU e KAT) e dados privados/reais provenientes de sensores IoT em tempo real. Não há link de acesso aos datasets mencionado no texto.","Séries temporais de sensores e dados tabulares derivados, incluindo sinais de vibração, temperatura, corrente, voltagem, nível de óleo e gás; também são citadas pseudo-imagens geradas por reconstrução espacial para modelos CNN. ","Predominantemente cloud no fluxo descrito do sistema IoT, pois os sensores enviam dados via Wi-Fi para a nuvem, onde os modelos são executados; o artigo também menciona edge applications e edge AI/TinyML como adequados em alguns cenários, indicando um contexto potencialmente híbrido, mas a arquitetura principal do sistema proposto é descrita com processamento em cloud.","CNN, GRU, Bi-LSTM, Transformers, Autoencoders, GANs e modelos híbridos.",LIME e SHAP.,Locais.,"Accuracy, Precision, Recall, F1-Score, AUC, RMSE, MSE, matriz de confusão e matriz de correlação; o texto também apresenta indicadores operacionais como downtime, maintenance cost, MTBF, equipment availability, maintenance frequency e time to response.","Sinais ruidosos de sensores, dificuldade de detecção precoce por sinais fracos, necessidade de extração de atributos e pré-processamento eficazes, baixa interpretabilidade, suporte fraco a tempo real em trabalhos anteriores, pouca fusão multissensor e baixa adaptatividade, drift, datasets desbalanceados, dados de falha insuficientes, baixa qualidade dos dados e falsos alarmes."
Development and Validation of an Explainable Hybrid Deep Learning Model for Multiple-Fault Diagnosis in Intelligent Automotive Electronic Systems,Setor Automotivo.,"Diagnóstico de múltiplas falhas em sistemas eletrônicos automotivos, com identificação e localização da causa-raiz, reduzindo erros de diagnóstico e apoiando manutenção preventiva.","A técnica fornece diagnóstico com tipo de falha, nível de confiança e recomendação; além disso, as explicações convertem os sinais mais relevantes em ações de manutenção, como inspeção do sistema de admissão, medição da pressão da linha de combustível, verificação do sensor de oxigênio e checagem da bobina de ignição.","Dados mistos, combinando dados simulados e dados reais/proprietários. O estudo usa simulação em MATLAB/Simulink e CarSim, testes físicos com injeção de falhas em veículos reais e dados históricos de oficinas (DTCs, relatórios de reparo e trocas de peças). Os dados não são públicos; a seção de disponibilidade informa que estão disponíveis sob solicitação ao autor correspondente, mas não publicamente por razões de privacidade e confidencialidade.","Dados multimodais, incluindo séries temporais de múltiplos sensores, imagens/dados tempo-frequência, características no domínio da frequência (FFT), características tempo-frequência por wavelet, DTCs, dados de status do veículo, dados de rede veicular, dados OBD e dados históricos de manutenção. ","Arquitetura híbrida. O artigo afirma explicitamente viabilidade em ambientes embarcados e em plataformas cloud-based; também menciona integração futura com edge-computing devices e cloud-assisted platforms. Em latência, reporta 72,1 ms em GPU NVIDIA RTX 4070, 185 ms em CPU Intel i9-13900K, cerca de 70 ms adicionais do componente Transformer em hardware embarcado e latência end-to-end abaixo de 80 ms em setup HIL com GPU embarcada.",CNN–LSTM–Transformer.,"LIME, SHAP e visualização do mecanismo de atenção (attention visualization/heatmaps).",Ambos.,"Para avaliar o sucesso do modelo preditivo, foram utilizadas Acurácia, Precisão, Recall, F1-Score, Matriz de Confusão, Área Sob a Curva ROC (AUC) e Latência de Inferência (ms). Para avaliar o sucesso e a qualidade da explicação (XAI), foram utilizadas a métrica de Fidelidade (SHAP fidelity score), Estabilidade (correlação de Pearson de perturbações repetidas) e métricas de validação prática de usabilidade, como redução percentual no tempo de diagnóstico e aumento da confiança auto-relatada pelos técnicos.","O artigo reporta desbalanceamento do dataset, especialmente em falhas compostas raras; ruído de rotulagem em dados históricos de manutenção; possível queda de 3–5% de acurácia sob condições extremas de temperatura e umidade devido a sensor drift e data-distribution shift; necessidade de validação fora de Taiwan; queda média de cerca de 3% em categorias de falha não vistas; maior custo computacional do Transformer; restrições para aplicações embarcadas/on-board de ultra-baixo consumo; ausência de compressão de modelo e calibração de incerteza na versão atual."
DIGITAL TWIN–BASED INTELLIGENT MONITORING OF INDUSTRIAL SYSTEMS USING EXPLAINABLE AI,"Automação industrial / monitoramento inteligente de sistemas industriais em contexto de Indústria 4.0 e sistemas ciberfísicos, com ativos instrumentados por sensores IIoT para manutenção preditiva e monitoramento de condição.","Manutenção preditiva e detecção de anomalias/falhas em tempo real, com foco em monitoramento contínuo, diagnóstico de falhas e identificação precoce de problemas antes de interrupções do sistema. ","A técnica auxilia ao classificar o estado como normal ou anômalo, disparar alertas quando há anomalia, indicar quais sensores/parâmetros mais influenciaram a predição, apoiar análise de causa-raiz e alimentar o agendador de manutenção, melhorando o planejamento de manutenção e a decisão humana em loop. ","Dados privados/simulados em ambiente controlado. Foi utilizada uma bancada de testes industrial gerando 120 horas de dados, onde falhas operacionais como desalinhamento, desbalanceamento e superaquecimento foram criadas artificialmente.","Séries temporais contínuas extraídas de sensores da IIoT, incluindo dados de vibração, temperatura, pressão, acústica e velocidade rotacional.",Edge Computing. O artigo afirma explicitamente processamento em nível de borda com dispositivos NVIDIA Jetson para inferência em tempo real.,LSTM combinado com camadas fully connected em uma arquitetura mista para aprendizado sequencial e detecção de anomalias.,SHAP e LIME,Locais.,"Acurácia, Precisão, Recall, F1-score, Taxa de Falsos Alarmes (False Alarm Rate) e Latência de Detecção (medida em milissegundos)","O artigo aponta baixa adaptabilidade e pouca explicabilidade em soluções anteriores, falta de estruturas end-to-end integradas, dependência de estudos em ambientes artificiais, necessidade de distinguir correlação de causalidade real, validação atual restrita a datasets limitados e ambientes controlados/semi-controlados, dificuldade de capturar a complexidade de fábricas heterogêneas em larga escala, overhead computacional de gêmeos digitais de alta fidelidade, limitações de dispositivos edge com poucos recursos, além de questões de privacidade de dados e computação ineficiente em implantações em edge resource-constrained. "
Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance,"Centros de dados / infraestrutura de armazenamento digital, com foco em hard disk drives (HDDs) usados como principal tipo de armazenamento em data centers.","Manutenção preditiva com estimativa de vida útil remanescente (RUL) e avaliação do nível de saúde de HDDs para antecipar falhas, reduzir downtime, minimizar perda de dados e otimizar custos de manutenção.","A técnica apoia o praticante ao explicar quais atributos S.M.A.R.T. influenciaram a predição, permitindo decidir a ação de manutenção adequada, explicitamente citada como “read-only disk”, substituição do disco ou manutenção. ","Público. O estudo utiliza o Backblaze dataset, descrito como um conjunto real com dados diários de 50.984 discos. Link extraído: https://www.backblaze.com/b2/hard-drive-test-data.html","Dados estruturados tridimensionais (amostras, passos de tempo, características) baseados em séries temporais. Os dados de entrada são atributos do sistema S.M.A.R.T. (Self-Monitoring, Analysis and Reporting Technology) coletados diariamente dos discos rígidos.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.",LSTM,"SHAP e LIME; mais especificamente, SHAP com DeepExplainer e LIME com RecurrentTabularExplainer. ",Ambos.,"O modelo de predição foi avaliado por Acurácia, Precisão, Recall e F1-Score. O sucesso das explicações (XAI) foi medido quantitativamente pelos axiomas de Identidade (Identity), Estabilidade (Stability) e Separabilidade (Separability).",As principais limitações reportadas são: opacidade dos modelos deep learning; restrição das técnicas de XAI para lidar com dados tridimensionais; falta de medidas quantitativas completas de completude e correção das explicações; necessidade de avaliação com usuários humanos no loop e explicações customizadas por perfil de usuário; questões de confiança do modelo e possíveis vieses no processo de aprendizado; necessidade de validação com especialistas e em mais datasets reais.
Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,Manufatura Inteligente.,"Controle de Qualidade, focando na classificação e localização automatizada de defeitos visuais, e Monitoramento de Condição com foco em Manutenção Preditiva através da detecção não supervisionada de anomalias acústicas.","A técnica fornece justificativa auditável e fisicamente interpretável para a decisão do modelo, mostrando regiões de defeito relevantes em imagens e, no caso acústico, quais atributos espectrais/energéticos motivaram o alerta; isso apoia diagnóstico, validação humana, troubleshooting, possível sugestão de ação corretiva no contexto HITL e redução de downtime.","Os dados são públicos baseados em benchmarks abertos. Foram aplicados três conjuntos: o Casting Product Dataset disponível em https://www.kaggle.com/datasets/ravirajsinh45/real-life-industrial-dataset-of-casting-product, o GC10-DET (Defects Class and Location) disponível em https://www.kaggle.com/datasets/zhangyunsheng/defects-class-and-location, e o MIMII Dataset disponível em https://zenodo.org/records/3384388.","Imagens em tons de cinza (300×300) para classificação de fundição, imagens coloridas com bounding boxes para detecção/localização de defeitos em superfícies metálicas e séries temporais acústicas/áudio (com extração de RMS, ZCR, centroid, bandwidth e MFCC1–3).","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","YOLOv8n (classificação visual; CNN leve), Faster R-CNN com backbone ResNet-50 + FPN (detecção/localização visual).","Grad-CAM, Integrated Gradients, Saliency Maps, Occlusion Sensitivity (visão) e SHAP (áudio/acústico).",Ambos.,"O sucesso do modelo de classificação e detecção foi mensurado utilizando Acurácia, Precisão, Recall, F1-Score, mIoU, mAP, Matriz de Confusão, Área Sob a Curva ROC (AUC) e Curva Precision-Recall.","O artigo reporta como limitações/desafios: escassez de dados rotulados para falhas em ambientes industriais (motivando uso não supervisionado), sensibilidade/ruído e discrepâncias entre métodos de XAI (explicações complementares, não definitivas), atenção parcial a reflexos de fundo em amostras brilhantes (viés/model bias), necessidade de refinamento de dataset, falta de métricas quantitativas próprias de XAI no estudo, ausência de avaliação empírica de confiança/empoderamento do operador por user studies, necessidade de maior integração HITL, e direções futuras em explicabilidade causal/contrafactual, fusão multimodal e integração com digital twins. "
Explainable and interpretable bearing fault classification and diagnosis under limited data,Manutenção industrial.,Detecção e classificação de falhas em rolamentos e monitoramento da degradação através da construção de um Índice de Saúde (Health Index).,"A técnica auxilia ao indicar quando a máquina deixa o estado saudável, classificar o estágio de degradação, identificar o tipo de falha por harmônicos característicos e gerar um log interpretável com matrizes de correlação, kurtogramas e FFTs, permitindo que equipes de manutenção planejem paradas e substituições com antecedência.",Públicos (benchmarks). Foram utilizados os conjuntos de dados de rolamentos IMS (Intelligent Maintenance Systems) e XJTU-SY.,Séries temporais de sensores (dados brutos de vibração e aceleração contínua medidos em G's).,"Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Autoencoders, MS2AE","Análise de Matrizes de Correlação para relacionar a saída da rede a características físicas, combinada com Dynamic Time Warping (DTW)  e Kurtogramas para extrair e explicar as assinaturas de falhas específicas",Globais.,"Análise de Matrizes de Correlação para relacionar a saída da rede a características físicas, combinada com Dynamic Time Warping (DTW) e Kurtogramas para extrair e explicar as assinaturas de falhas específicas","As principais limitações reportadas são a necessidade de intervenção humana para ajuste de parâmetros, seleção da estrutura do modelo, cálculo do threshold e fornecimento de informações da máquina (geometria e condições operacionais); a seleção manual das features tradicionais usadas na análise de correlação; a sensibilidade à quantidade de amostras saudáveis escolhidas para treino; e a necessidade de validação/deploy em instalações industriais reais. Como trabalho futuro, os autores propõem API, ferramenta web e implantação em ambiente industrial real."
Explainable anomaly detection for Hot-rolling industrial process*,Setor Siderúrgico.,Detecção de anomalias (identificação de estados anormais durante o processamento) e suporte para Manutenção Preditiva (PdM).,"A técnica detecta medições/processos anômalos e indica a origem provável da anomalia por meio de explicações baseadas em variáveis de entrada, permitindo definir ações de manutenção mais adequadas, prevenir recorrência e até incorporar o custo/risco anômalo no planejamento de produção.",Dados mistos compreendendo um dataset simulado (gerado pelos próprios autores para testes) e um dataset de dados privados/proprietários reais advindos do processo de laminação a quente da indústria ArcelorMittal Poland.,"Dados multivariados combinando características estáticas (como propriedades constantes da bobina de aço) e dados de séries temporais sequenciais (como temperatura, velocidade e força de laminação ao longo do tempo).","Não mencionado de forma explícita como Edge, Cloud ou híbrido.",Arquitetura híbrida de Quasi-Autoencoder composta pela integração de redes neurais recorrentes do tipo LSTM.,SHAP com TreeExplainer,Ambos.,"ara o modelo preditivo e de reconstrução foram empregados R-Squared (R2), Erro Absoluto Médio, Precisão, Recall (Revocação) e F1-Score. O sucesso das detecções reais foi validado via inspeção e classificação manual por especialistas","Os autores destacam como dificuldades principais: dados industriais geralmente não rotulados; forte desbalanceamento entre eventos normais e anômalos; complexidade do processo com relações não lineares; necessidade de explicar a origem da anomalia para que a decisão seja útil; risco de classificar produtos raros como anomalias por cobertura insuficiente do treinamento; necessidade de tratar sequências de comprimentos diferentes; ausência de ground truth para anomalias reais, exigindo validação manual; e dependência de ajuste de threshold para equilibrar falsos alarmes e alarmes perdidos. Como lacunas/futuro, o artigo propõe testar outras arquiteturas (como CNN e Transformers) e reestruturar os dados como sequências bidimensionais."
Explainable Deep Learning for Bearing Fault Diagnosis: Architectural Superiority of ResNet-1D Validated by SHAP,Setor de Manufatura e Maquinário Rotativo.,Manutenção Preditiva (PdM) baseada na Detecção e Diagnóstico de Falhas.,"A técnica classifica automaticamente o estado do rolamento e fornece justificativa interpretável da decisão via SHAP, mostrando quais atributos estatísticos impulsionam o alarme; isso aumenta confiança, auditabilidade e validação física do diagnóstico para manutenção baseada em evidências. ","Os dados são públicos (provenientes de condições laboratoriais controladas). O estudo utiliza o dataset ""Vibrations signals of a ball bearing fault"" hospedado no repositório Zenodo. O link disponibilizado é: https://doi.org/10.5281/zenodo.16842422.","Dados tabulares baseados em séries temporais. O modelo consome um vetor compacto de 15 características estatísticas (como RMS, Pico e Fator de Crista) extraídas no domínio do tempo a partir de três sensores de vibração e temperatura.",A solução é projetada visando implantações em Edge Computing (computação de borda).,"NN-MLP, 1D-CNN e ResNet-1D.",SHAP,Ambos.,"Para o desempenho preditivo, foram empregadas as métricas de Acurácia, F1-Score (Macro), AUC (Macro) e Curvas ROC.","Limitações principais: dependência de dados de laboratório controlados, com possível perda de generalização em condições reais (variação de carga, velocidade e ruído industrial); análise monosensorial, usando apenas vibração e temperatura; ausência de fusão multimodal; e maior custo computacional do ResNet-1D, o que dificulta implantação imediata em edge devices muito restritos. Como lacunas/futuro, os autores sugerem validação em outros datasets industriais, otimização por quantização/distillation para edge computing e extensão com outras técnicas de XAI além de SHAP."
Explainable Deep Reinforcement Learning Enhancing Industrial Maintenance,Setor de Manufatura.,"Manutenção Preventiva e otimização de políticas de manutenção, com foco na minimização de custos operacionais, redução de tempo de inatividade e extensão do ciclo de vida útil do equipamento.","O agente DRL recomenda quando executar ou não manutenção preventiva (ação binária por máquina) e o componente XAI (SHAP via modelo substituto) explica quantitativamente quais variáveis do estado (ex.: Failure Probability, Corrective Maintenance Ratio) levaram à recomendação, permitindo validação humana e aumento de confiança do operador.","Dados simulados. O treinamento e os testes foram conduzidos em um ambiente Markov Decision Process (MDP) customizado, construído em Python com a biblioteca Gymnasium, onde o comportamento de falha do equipamento foi gerado artificialmente utilizando a distribuição de Weibull. Não há link de dataset fornecido.","Dados tabulares vetoriais de estado, contemplando variáveis contínuas que representam a idade do equipamento e o seu nível/estado de saúde (degradação).","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Deep Reinforcement Learning (Aprendizado por Reforço Profundo), utilizando estritamente o algoritmo PPO (Proximal Policy Optimization) estruturado sobre redes neurais Multi-Layer Perceptron (MLP).",SHAP,Ambos.,"O sucesso do agente (modelo) é medido por meio da Recompensa Cumulativa, Recompensa Média (Mean Reward) e Comprimento do Episódio (Episode Length).","Adoção industrial limitada por falta de transparência/interpretabilidade em DRL; necessidade de confiança do operador; o estudo é baseado em simulação, restando incerteza sobre eficácia em ambiente real; a suposição de que interpretabilidade garante aceitação do operador precisa ser validada com estudos dedicados/experimentos de campo; necessidade futura de aplicar em contextos industriais mais diversos e migrar de indicadores agregados para dados mais granulares por máquina para previsões mais precisas."
Fault Detection and Diagnosis using AutoEncoders and Interpretable AI - Case Study on an Industrial Chiller,Setor Farmacêutico.,"Detecção e Diagnóstico de Falhas, formulado especificamente como uma tarefa de Detecção de Anomalias.","O sistema utiliza um painel interativo (dashboard) que emite alertas e justificativas visuais. Ao detectar uma anomalia, o sistema fornece pontuações de importância e ranqueia as variáveis que mais contribuíram para o desvio (erro de reconstrução), apontando a provável causa raiz e guiando o operador sobre qual componente ou sensor investigar.","O framework foi primeiramente validado em dados públicos simulados do benchmark Tennessee Eastman Process (TEP) e, em seguida, avaliado em um conjunto de dados privado/proprietário coletado diretamente do chiller industrial real.","Séries temporais multivariadas. Os dados operacionais do chiller consistem em 26 variáveis contínuas provenientes de sensores (ex: temperaturas, pressões, correntes e frequências), amostradas com periodicidade de 1 hora ao longo de um ano.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.",Autoencoders (utilizados como modelos não supervisionados de reconstrução).,SHAP,Locais.,"Erro de Reconstrução, analisado em conjunto com limiares estatísticos (Média, Mediana e Desvio Padrão). Métricas tradicionais de classificação preditiva (Acurácia, F1-Score) e métricas matemáticas para avaliar a fidelidade das explicações da IA não foram mencionadas.",Baixa adoção industrial por falta de interpretabilidade de modelos black-box; dificuldade de obter dados de falha em plantas reais (motivando método não supervisionado); escassez de estudos demonstrando usabilidade de XAI em ambiente industrial real e em tempo real; necessidade futura de abordagens ensemble com decision fusion para aumentar confiabilidade e confiança no diagnóstico. 
Fault Detection of Cyber-Physical Systems Using a Transfer Learning Method Based on Pre-Trained Transformers,Setor de Tratamento de Água e Sistemas Ciberfísicos.,"Detecção de Falhas em Sistemas Ciberfísicos (CPS), abordando tanto anomalias operacionais quanto cenários de ataques ciberfísicos aos componentes do sistema.","O modelo detecta condição anômala e, para aumentar transparência, aplica SHAP para atribuir a contribuição de cada feature de entrada na predição, permitindo interpretar o “porquê” do alerta e apoiar decisão em nível de sistema (interpretação/diagnóstico e suporte ao planejamento orientado por dados).","Os dados são públicos (benchmarks) e provêm de uma réplica de laboratório. Foram utilizados os conjuntos de dados SWaT.A1 e SWaT.A6, desenvolvidos pelo iTrust (Centre for Research in Cyber Security) da Singapore University of Technology and Design. O artigo não fornece um link URL direto para o dataset, informando apenas o repositório do código-fonte no GitHub (https://github.com/pooyasa/pre-trained-trasformer-fd).","Séries temporais sequenciais e multivariadas. Os dados compreendem leituras contínuas de sensores (como medidores de fluxo, indicadores de nível de água, sensores de pressão), estados de atuadores (bombas e válvulas motorizadas) e tráfego de rede, amostrados em intervalos de um segundo.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Transformer pré-treinado com transfer learning (fine-tuning end-to-end), usando arquitetura simplificada com um único encoder e um único decoder (com multi-head attention e positional encoding) + camadas fully connected para classificação; baselines citados incluem CNN e LSTM.",SHAP,Ambos.,"O sucesso preditivo do modelo foi avaliado com Acurácia, Precisão, Revocação (Recall), F1-Score e Área Sob a Curva ROC (AUC).","Escassez de dados rotulados de falha e forte desbalanceamento; domain shift entre dados de laboratório (fonte) e condições operacionais reais (alvo); dificuldade/custo de coletar e rotular dados de falhas em ambientes industriais; necessidade de interpretabilidade para adoção em aplicações críticas; transformadores exigem muitos dados, motivando transfer learning e simplificação arquitetural para pequenos datasets."
Federated learning with prototype learning for RUL prediction of engine turbine blade,Setor Aeroespacial.,Predição da Vida Útil Restante (RUL - Remaining Useful Life) e gestão inteligente da saúde/manutenção de componentes.,"O método estima RUL a partir de um Health Index (HI) fusionado e identifica pontos de mudança (change points) para segmentar estágios de degradação; a interpretabilidade via SHAP quantifica contribuição de variáveis (ex.: temperatura, tensão/stress, EGTM, AOC, DN2) e usa heatmap/correlação e análise de deformação para apoiar interpretação física e decisões de manutenção/operação. ",Privados/proprietários.,"Séries temporais multivariadas de sensores operacionais (QAR: N1, N2, EGT, T25, P3, T3, etc.) + dados físicos derivados de simulação (temperatura e stress máximos, espectros/índices de dano por creep) produzidos por digital twin; os dados são normalizados e fusionados em um HI (combinação de Ds e Dp). ","Não mencionado de forma explícita como Edge, Cloud ou híbrido.",Redes Neurais Informadas pela Física (PINN - Physics-Informed Neural Networks) customizadas através da integração da arquitetura Transformer (utilizando blocos codificadores e mecanismos de Autoatenção). Tudo executado por cima da arquitetura base de FedProx otimizada.,SHAP,Ambos.,"Para o modelo e sua predição, utilizou-se Erro Percentual Absoluto Médio (MAPE), Raiz do Erro Quadrático Médio (RMSE), Erro Quadrático Médio (MSE), Erro Absoluto Médio (MAE), Coeficiente de Determinação (R²), Taxa de Cobertura de Intervalo, Acurácia (para o detector de mudança/concept drift) e Latência de Treinamento/Tempo de Execução Computacional (medido em segundos).","Falta de interpretabilidade em métodos de vida útil; necessidade de analisar degradação multiestágio; restrições de privacidade e multipropriedade dos dados (holders relutantes em compartilhar); não-IID e condições dinâmicas dificultando FL tradicional; complexidade/viés de modelos físicos em ambiente dinâmico; necessidade de parâmetros definidos por especialistas (ex.: pesos w1/w2 do HI e pesos da loss), além de trade-off desempenho vs. custo computacional (communication rounds/runtime) e necessidade de mecanismos para evitar catastrophic forgetting (knowledge distillation)."
